Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Anomaly_Flag,Duplicate_Flag,Cost_Allocation_Valid
U29025,acct026,27-01-2025 07:13:00,Compute,vmPREM4,61405,hrs,$7146.22,INR,CA-CENTRAL,na,,development,res-lb-tcp.813,,"Neha Gupta, 04412345678 reported latency",N/A,2025-Q4,RESERVED,finance,N/A,n,223,N/A,SPOT,,,
U28554,  ACCT-018  ,2025/12/09 01:19,Analytics,Vm-Std-16,"203,690",s,₹724.17,usd,us-east-1,NONE,SECURITY,Dev,res-func626,t-2049,support contact Kevin Park,Incident-8631,N/A,Reserved,FINANCE,PROJ-ALPHA,TRUE,-366,N/A,RESERVED,,,
U20987,ACCT_043,2025-11-02 25:50,Database,VmSTD2,"164,103",second,$3224.80,EUR,ap-south-1,na,DEVOPS,production,N/A,N/A,Incident follow-up for Sara Chen,Incident-9305,v3,Reserve,ds,DELTA,Y,-62,N/A,ON_DEMAND,,,
U28426,acct-013,2025-08-23T04:20:00+05:30,Database,vm.Std.4,"1,290",minute,USD 7425.33,eur,Asia Pacific (Mumbai),N/A,DATA,production,RES_LB925,N/A,Ticket raised by Carlos Rivera (kevin.p@biz.org),N/A,v1,Reserve,UNKNOWN,UNKNOWN,No,253,na,ON_DEMAND,,,
U29075,ACCT_032,2025-06-28 20:51:00+00:00,Containers,VM_basic_16,296537,second,INR8435.53,INR,Asia Pacific (Mumbai),free-tier,,Testing,,,System alert: CPU spike on resource,INC-3467,V3,,data science,Alpha,TRUE,167,N/A,ON_DEMAND,,,
U24710,acct045,12/08/2025 20:06,Compute,vmStd2,64821,hrs,"€1,993.95",inr,ap south 1,N/A,team-data,N/A,res-k8s-node-018,tkt-2940,support contact Kevin Park,,v1.0,On-Demand,Data Science,Alpha,0,-439,105.28,SPOT,,,
U25666,  ACCT-020  ,2026-02-08T09:05:00+05:30,ML & AI,Vm-basic-4,"310,778",hour,"₹4,560.64",INR,ca_central_1,N/A,TEAM-SECURITY,staging,N/A,tkt-8101,Auto ticket: Memory utilization high,N/A,v3,ri,FINANCE,alpha,y,-106,106.04,SPOT,,,
U22277,ACCT_043,2025-08-20 18:35:00-08:00,Serverless,vm.basic.8,314270,minutes,"USD 6,592.73",na,ap-south-1,none,TEAM-DATA,,RES-VM085,TKT-3824,Billing dispute from sara.c@corp.net,INC-5489,V2,Reserve,OPS,Delta,TRUE,44,N/A,RESERVED,,,
U25123,acct010,2025-10-13 21:38:00-08:00,Analytics,VM_basic_16,242449,hr,"₹2,403.69",,eu-central1,FreeTier,N/A,TEST,RES_LB097,N/A,Automated: Disk I/O anomaly detected,,V3,RI,operations,proj_delta,FALSE,-383,91.58,ON_DEMAND,,,
U23870,ACCT_030,2025-12-23T17:52:00+05:30,Compute,Vm-BASIC-16,88891,hours,"INR3,191.53",eur,ap-southeast-1,free_tier,na,na,N/A,t-5763,Customer Neha Gupta raised billing issue,Incident-3811,V2.0,Reserve,Engineering,proj_alpha,yes,25,83.05,RESERVED,,,
U29202,acct022,2025-05-12 25:13,Compute,vmprem8,"236,512",s,USD 4643.66,na,EU Central,NONE,team-frontend,Dev,N/A,tkt-4874,Customer Kevin Park raised billing issue,INCI_5553,v2,Reserved,eng,unknown,y,32,,ON_DEMAND,,,
U24593,ACCT035,06/20/2025 15:38,Analytics,VM_STD_2,335101,minutes,INR7544.87,INR₹,ap-south1,CREDIT,TEAM-FRONTEND,staging,na,TKT-2307,"Neha Gupta, 9876543210 reported latency",N/A,v2,ri,OPS,na,n,-13,N/A,SPOT,,,
U27862,ACCT-015,01/14/2025 21:02,Analytics,vm-PREM-8,100340,minute,€3413.62,Us Dollar,eucentral1,CREDIT,team_sre,TEST,res-k8s-node-236,TKT-7560,Incident follow-up for Kevin Park,N/A,N/A,preemptible,OPS,proj-alpha,Yes,-24988,103.91,ON_DEMAND,,,
U21961,  ACCT-006  ,2025-07-09 00:25:00+00:00,Networking,vm_BASIC_8,213767,min,₹128.69,INR₹,ap-se-1,FreeTier,grp-frontend,na,RES-DB-919,ticket9316,Automated: Disk I/O anomaly detected,INCI_5936,,RI,product,PROJ_BETA,y,395,90.61,SPOT,,,
U28698,  ACCT-015  ,2025/03/18 20:01,Compute,vm.prem.8,"320,837",hours,"USD 4,847.50",,United States East,NONE,grp-devops,na,RES_LB.686,TICKET-3949,"Neha Gupta, 9876543210 reported latency",incident-2152,v1.0,Spot,PROD,beta,No,147,N/A,ON_DEMAND,,,
U21241,acct-033,2025-11-04 25:00,Analytics,vmprem16,298643,hrs,$5246.33,,Asia Pacific (Mumbai),NONE,na,Testing,RES-FUNC-280,TKT-3839,Customer Sara Chen raised billing issue,Incident-3326,V1.0,Reserve,data science,Alpha,false,-166,N/A,RESERVED,,,
U20605,ACCT_002,2025-10-13 11:47:00,Storage,VM-BASIC-8,65490,minutes,INR3296.95,na,ap_south_1,NONE,grp-security,STAGING,RES-VM821,t-2315,Ticket raised by Sara Chen (kevin.p@biz.org),,v3,ON-DEMAND,engineering,,TRUE,108,na,ON_DEMAND,,,
U22705,Acct-038,2025-04-24T12:27:00+05:30,Storage,vmPREM4,122674,sec,€1880.16,usd,ap-south-1,na,Team-FINOPS,prod,,TKT-6217,Automated: Disk I/O anomaly detected,INCI_4854,2025-q4,reserved,XYZ999,na,True,271,82.99,ON_DEMAND,,,
U29689,ACCT016,2025-11-09 13:47:00-08:00,Containers,VM-prem-8,"176,597",hrs,₹4517.47,na,ca_central_1,none,grp-devops,na,,tkt-3198,Auto ticket: Memory utilization high,incident-2662,v2,Reserved,Ops,proj-beta,1,-431,,ON_DEMAND,,,
U27937,ACCT_036,2026-02-22 25:25,Storage,Vm-PREM-16,266678,seconds,"INR8,970.21",USD,United States East,None,team_finops,Dev,RES_LB.752,Ticket-9677,Incident follow-up for Kevin Park,INC-3207,1,on-demand,ds,proj-beta,false,357,91.58,ON_DEMAND,,,
U22457,acct046,2025-01-08 25:24,ML & AI,Vm.std.2,35922,hrs,USD 9382.76,N/A,eucentral1,na,N/A,DEV,,TICKET-4609,Customer Kevin Park raised billing issue,INC-9083,2025-q4,Reserve,XYZ999,N/A,false,129,,SPOT,,,
U21075,ACCT-011,2025-07-26 08:52:00-08:00,Storage,VM.std.4,243635,minutes,INR6399.73,Us Dollar,ap-southeast-1,CREDIT,na,stage,RES-FUNC.328,T-7783,support contact Sara Chen,INC-9908,v1.0,Preemptible,PROD,EPSILON,False,-67568,na,RESERVED,,,
U28590,ACCT027,2025/12/22 14:22,Database,VmStd2,199591,hours,USD 89.47,,Singapore,none,DEVOPS,Staging,res-k8s-node_639,tkt-3648,Customer Carlos Rivera raised billing issue,INC-4181,V2,On-Demand,engineering,,n,271,89.74,SPOT,,,
U25190-DUP,ACCT-004,2025-11-11T08:46:00+05:30,Security,vm.std.8,"141,451",hr,"USD 5,951.35",EUR,EU-CENTRAL-1,,na,Staging,res-k8s-node.178,,System alert: CPU spike on resource,,v3,reserved,ENGINEERING,proj-delta,YES,172,na,RESERVED,,,
U23037,ACCT_050,2025-01-27T23:02:00+05:30,Security,vm.Std.4,77802,min,₹8160.05,inr,AP-SOUTH-1,free_tier,Team-DATA,TEST,,tkt-6921,Customer Neha Gupta raised billing issue,INC-5147,2025-q1,SPOT,fin,Proj-Beta,Y,-399,na,RESERVED,,,
U22609,Acct-047,2025/04/13 11:59,Database,Vm-basic-4,8369,hour,$9462.02,USD,ca_central_1,CREDIT,Team-SRE,test,na,t-7617,Customer Kevin Park raised billing issue,,V2,reserved,Finance,,Yes,56,88.48,RESERVED,,,
U21402,acct033,11-03-2025 07:21:00,CDN,Vm-Std-2,86669,hrs,₹7040.44,usd,United States East,credit,ML,development,RES_LB-833,t-5138,Customer Neha Gupta raised billing issue,Incident-6460,v3,OD,data science,,no,295,89.66,ON_DEMAND,,,
U29348,acct-024,2025-01-31T07:59:00+05:30,Containers,vmstd16,20579,hour,"₹1,758.74",USD,AP-SOUTH-1,FreeTier,,Prod,,T-1375,Incident follow-up for Kevin Park,N/A,2025-q1,N/A,PRODUCT,,true,313,,RESERVED,,,
U29230,acct-0016,24-11-2025 21:29:00,Compute,vm.Std.8,"77,940",hour,"$6,947.45",INR₹,us-east-1,freetier,team_finops,development,res-func-724,N/A,"Neha Gupta, 9876543210 reported latency",INC-2222,V1,,N/A,,True,-66282,na,SPOT,,,
U28228,ACCT-009,2025-06-22 02:28:00-08:00,Database,VMSTD8,18048,seconds,"INR2,344.65",,us-east-1,none,team_security,Prod,RES-K8S_458,,Customer Arjun Sharma raised billing issue,INC9362,2025-q4,Reserve,UNKNOWN,unknown,y,-38,106.22,SPOT,,,
U29243,ACCT023,2025/06/04 09:51,Serverless,VmPREM4,350112,min,USD 4785.39,INR₹,EU-CENTRAL-1,credit,N/A,production,res-lb-tcp-322,TICKET-2878,Incident follow-up for Kevin Park,,v3,OD,Operations,Epsilon,No,109,na,ON_DEMAND,,,
U27309,  ACCT-035  ,2026/01/23 09:30,ML & AI,vmprem2,345346,sec,"3,794.47",USD,ap south 1,Credit,grp-sre,,na,TKT-5091,Incident follow-up for Kevin Park,Incident-6100,V1.0,RI,ds,proj_alpha,n,-291,104.75,ON_DEMAND,,,
U27178,ACCT-044,2025-09-25 25:17,Containers,VM_std_4,"12,338",second,₹789.97,Us Dollar,CA-CENTRAL,free-tier,security,N/A,na,TICKET-6470,Automated: Disk I/O anomaly detected,INC-2031,V1.0,Spot,Product,DELTA,0,-429,,SPOT,,,
U21565,  ACCT-028  ,05-07-2025 13:31:00,ML & AI,vm_prem_16,226860,minute,3517.93,Us Dollar,Asia Pacific (Mumbai),freetier,,Prod,res-lb-tcp254,TKT-9609,Access denied for user Arjun Sharma,incident-8392,,OD,finance,proj-alpha,false,-414,103.86,ON_DEMAND,,,
U22996,acct-044,2025-09-03 11:03:00+00:00,Database,vmBASIC16,69444,min,"$5,972.90",INR,ap_southeast_1,none,data,STAGING,RES_LB_414,tkt-2178,Customer Neha Gupta raised billing issue,,N/A,on-demand,XYZ999,PROJ_BETA,NO,36,83.36,ON_DEMAND,,,
U22301,  ACCT-010  ,2025-06-15T16:12:00+05:30,Compute,Vm-BASIC-16,"57,814",sec,"INR9,865.22",INR₹,eu-central1,NONE,BACKEND,DEV,RES-FUNC.236,Ticket-3440,Incident follow-up for Kevin Park,INC8152,,reserved,PROD,proj-beta,no,88,,ON_DEMAND,,,
U29953,ACCT_001,2025-10-22T11:44:00+05:30,Analytics,vm.basic.2,284620,seconds,"USD 1,903.93",INR,eu_central_1,free-tier,ML,,vm_677,,Customer Arjun Sharma raised billing issue,INCI_4787,V3,on_demand,product,Delta,y,-326,105.59,SPOT,,,
U28235,ACCT_041,2025/03/24 15:04,Analytics,VmBASIC2,"124,203",hrs,"INR2,764.25",Us Dollar,US-EAST-1,freetier,Team-SRE,test,res-vm-812,ticket6637,Access denied for user Kevin Park,INC9764,,N/A,Data Science,unknown,y,-444,na,ON_DEMAND,,,
U26082,Acct-034,2025-08-21 16:56:00,Networking,vm_basic_4,319050,s,"₹7,313.49",INR₹,us_east_1,FreeTier,na,Dev,res-vm.997,,Automated: Disk I/O anomaly detected,INC-6881,v1.0,Preemptible,FINANCE,epsilon,True,251,na,ON_DEMAND,,,
U27032,ACCT_005,2025-08-26 10:36:00+00:00,Networking,VM.std.16,2858,sec,INR8184.89,usd,eu_central_1,NONE,TEAM-FINOPS,stage,res-db651,T-9837,Incident follow-up for Kevin Park,N/A,v1,,PROD,Proj-Beta,No,405,91.72,ON_DEMAND,,,
U27159,Acct-040,2026-01-12T19:14:00+05:30,Serverless,Vm-std-16,26535,minute,$4498.94,usd,ap-se-1,free-tier,N/A,Prod,RES-K8S-252,ticket4706,Auto ticket: Memory utilization high,Incident-4914,2025-q4,N/A,PROD,proj-epsilon,no,399,82.34,SPOT,,,
U21734,Acct-020,06-04-2025 07:11:00,Security,vm-std-2,138519,s,"€7,185.53",inr,us-east-1,none,na,staging,RES-FUNC-421,TKT-1417,Auto ticket: Memory utilization high,INC4412,V2.0,ondemand,FINANCE,unknown,true,257,91.21,ON_DEMAND,,,
U26334,ACCT012,2025/06/05 14:05,CDN,Vm.BASIC.2,77128,s,$168.93,USD,ap-se-1,NONE,TEAM-DEVOPS,staging,res-vm.213,T-5756,Incident follow-up for Arjun Sharma,INC2290,,Preemptible,Engineering,N/A,no,265,N/A,SPOT,,,
U23111,ACCT002,2025-07-30 25:04,Storage,VM_BASIC_8,83884,s,"INR2,131.05",INR,us_east_1,Credit,na,STAGING,RES-DB_790,tkt-6727,Customer Sara Chen raised billing issue,INC8600,v1.0,ON-DEMAND,ops,alpha,true,362,na,SPOT,,,
U20416,Acct-039,2025-04-28 01:00:00-08:00,CDN,VM_std_4,"154,259",hr,USD 4282.10,eur,eucentral1,CREDIT,,Prod,res-vm-400,tkt-2295,Ticket raised by Arjun Sharma (arjun.s@corp.com),,2025-Q1,N/A,unknown,Epsilon,N,-494,N/A,ON_DEMAND,,,
U29270,acct-013,05/15/2025 21:12,ML & AI,Vm-prem-16,"247,242",hours,"₹3,560.18",Us Dollar,eucentral1,N/A,team_frontend,Testing,RES-DB_779,T-4519,Auto ticket: Memory utilization high,N/A,V1.0,reserved,UNKNOWN,Epsilon,false,216,na,SPOT,,,
U29361,Acct-002,2025/12/28 01:10,Storage,vmprem2,319452,minute,"USD 4,184.66",eur,Asia Pacific (Mumbai),None,FINOPS,Testing,na,,Auto ticket: Memory utilization high,,V3,Reserved,finance,proj-beta,No,-326,103.78,ON_DEMAND,,,
U22756,acct-0014,2025-10-11T22:36:00+05:30,CDN,vm-PREM-2,139221,s,USD 4034.12,,eu-central1,free_tier,grp-backend,Dev,RES-VM.710,tkt-5310,Auto ticket: Memory utilization high,INC6406,2025-q4,On-Demand,ENGINEERING,Beta,true,-275,106.87,SPOT,,,
U21836,  ACCT-027  ,2025-04-12 04:41:00-08:00,Storage,VM_std_8,"271,885",seconds,"INR9,714.75",,EU-CENTRAL-1,free_tier,TEAM-DEVOPS,development,RES-K8S_688,t-5464,System alert: CPU spike on resource,INC-7244,2025-q4,OD,UNKNOWN,proj_delta,TRUE,463,na,ON_DEMAND,,,
U28653,ACCT_026,2026-02-25 10:59:00+00:00,Serverless,VMprem2,176034,hours,€8334.89,EUR,EU-CENTRAL-1,free_tier,TEAM-SRE,,RES_LB.198,ticket2483,Billing dispute from carlos.r@firm.co,INC8107,v1.0,ri,Engineering,PROJ_BETA,NO,312,83.44,ON_DEMAND,,,
U29932,ACCT-017,2025-05-29 02:41:00,Containers,VmSTD2,3754,second,$8344.29,usd,eu-central-1,na,na,prod,res-lb-tcp607,TKT-7137,Incident follow-up for Carlos Rivera,INC6356,2025-q4,ri,ENG,Alpha,True,-13,N/A,ON_DEMAND,,,
U25584,ACCT-040,2026-02-23 08:49:00,Storage,vmBASIC2,"269,062",min,€9176.16,Us Dollar,AP-SE-1,free-tier,team-finops,Dev,RES-VM.336,Ticket-6111,Auto ticket: Memory utilization high,N/A,2025-q4,Spot,Engineering,,FALSE,-333,89.41,SPOT,,,
U20941,acct031,2025-01-24T16:01:00+05:30,ML & AI,vm-STD-8,31133,min,$5798.74,USD,ap-southeast-1,FreeTier,Team-SRE,Staging,res-func651,t-8155,System alert: CPU spike on resource,N/A,v3,ON-DEMAND,Engineering,PROJ-ALPHA,NO,-192,90.56,ON_DEMAND,,,
U23726,ACCT006,2025-03-06 25:55,Networking,vm.Std.8,159241,seconds,€5152.56,inr,AP-SOUTH-1,na,N/A,production,RES_LB-990,N/A,"Neha Gupta, +1-555-0192 reported latency",,v2,RI,FINANCE,proj_delta,Yes,477,N/A,ON_DEMAND,,,
U23558,acct-0044,2025-04-03 09:30:00,Analytics,VM-basic-2,"213,499",hour,"$7,904.12",usd,ap_south_1,N/A,TEAM-FINOPS,N/A,res-vm.246,,Ticket raised by Kevin Park (neha.g@company.in),incident-2646,2025-Q4,RI,XYZ999,N/A,True,250,90.81,ON_DEMAND,,,
U21246,acct-0039,2025-01-01T17:24:00+05:30,Networking,vmStd16,94469,second,$4923.68,INR₹,US-EAST-1,freetier,team-finops,DEV,,Ticket-6515,Access denied for user Kevin Park,INC-5119,v2,Reserved,ENGINEERING,Alpha,No,-76,,SPOT,,,
U22256,ACCT_015,2025-11-18T16:49:00+05:30,Networking,Vm.BASIC.16,105471,minute,"$9,243.40",INR₹,us_east_1,Credit,N/A,Testing,vm_612,ticket9882,System alert: CPU spike on resource,incident-3668,2025-Q4,Reserve,product,Epsilon,y,147,na,ON_DEMAND,,,
U27973,acct029,2025-09-14 20:38:00+00:00,Storage,VM_std_2,67070,hr,"₹2,283.57",na,ap south 1,CREDIT,,Staging,RES-FUNC_197,Ticket-9999,Automated: Disk I/O anomaly detected,INC-3731,v1.0,RESERVED,na,N/A,FALSE,-174,82.53,ON_DEMAND,,,
U27630,acct019,2025-04-09 19:28:00,Networking,vm_BASIC_8,95612,seconds,€8987.06,Us Dollar,ap-south-1,None,Team-DEVOPS,prod,RES-VM_216,N/A,System alert: CPU spike on resource,incident-6093,1,Preemptible,UNKNOWN,proj-delta,1,445,88.36,RESERVED,,,
U21604,acct025,2025-07-25T12:31:00+05:30,ML & AI,Vmstd16,348202,sec,₹543.78,usd,us east 1,Credit,Team-ML,STAGING,na,Ticket-1311,Automated: Disk I/O anomaly detected,incident-8025,v2,RESERVED,operations,UNKNOWN,y,-235,82.29,ON_DEMAND,,,
U24917,Acct-016,2025-05-05T19:09:00+05:30,ML & AI,VM.prem.16,"90,431",hr,INR4226.89,Us Dollar,eucentral1,na,team_devops,Prod,RES-VM-246,T-5751,Incident follow-up for Arjun Sharma,incident-1726,V1.0,RESERVED,Finance,na,y,490,na,ON_DEMAND,,,
U26824,Acct-044,2025-05-12 16:18:00-08:00,Analytics,vm_STD_2,66797,min,$8301.46,N/A,eu-central-1,N/A,Team-DATA,development,RES-K8S_262,,Auto ticket: Memory utilization high,INC-5046,N/A,ON-DEMAND,Operations,DELTA,no,245,na,RESERVED,,,
U22754,ACCT-043,2025-04-05 15:48:00-08:00,Containers,Vm.basic.2,274574,minute,"USD 7,664.88",,ap_southeast_1,None,frontend,stage,res-k8s-node241,,Billing dispute from neha.g@company.in,INC2314,v1.0,RESERVED,unknown,N/A,NO,-123,104.86,ON_DEMAND,,,
U27433,Acct-023,2025-11-02T20:08:00+05:30,Compute,Vm-std-16,332222,sec,960.78,,eucentral1,None,team_devops,stage,res-db977,T-9887,Customer Carlos Rivera raised billing issue,Incident-6158,1,ondemand,Ops,proj-alpha,FALSE,-147,na,SPOT,,,
U21444,acct009,2025-12-15T17:56:00+05:30,Serverless,vmSTD2,320566,hours,$15.04,EUR,ap-south1,freetier,na,production,RES-VM_378,,Auto ticket: Memory utilization high,Incident-1945,2025-Q4,ri,DS,proj-alpha,0,76,105.39,ON_DEMAND,,,
U27386,ACCT-042,2025-03-04 01:51:00-08:00,CDN,VM_PREM_4,308885,seconds,"₹3,266.82",eur,ca_central_1,none,TEAM-SECURITY,development,RES-FUNC517,tkt-2698,Billing dispute from kevin.p@biz.org,,V3,Preemptible,XYZ999,,yes,35,83.31,ON_DEMAND,,,
U23595,acct034,2025-03-06T00:07:00+05:30,CDN,VM.std.8,51230,minute,7897.90,inr,Canada Central,credit,N/A,production,RES-VM.562,Ticket-1002,Incident follow-up for Neha Gupta,incident-7262,V1,RESERVED,Engineering,proj-epsilon,false,215,,ON_DEMAND,,,
U29569,  ACCT-019  ,09-07-2025 13:52:00,CDN,Vm.PREM.16,74345,minute,INR3240.71,eur,us_east_1,na,team-finops,Testing,res-vm_968,T-6934,Automated: Disk I/O anomaly detected,INCI_7049,N/A,,ENGINEERING,Beta,Yes,-66289,na,ON_DEMAND,,,
U27894,ACCT_026,2025/01/12 19:55,Analytics,VM.PREM.4,145145,hrs,7348.09,usd,ap_south_1,None,TEAM-FINOPS,N/A,res-vm-133,,Auto ticket: Memory utilization high,Incident-2664,v1,,fin,Alpha,Y,-341,na,RESERVED,,,
U23334,ACCT-017,2025-05-03 20:20:00,Containers,vm.std.8,220914,hour,"$4,541.73",na,EU Central,na,SECURITY,DEV,N/A,N/A,"Neha Gupta, +1-555-0192 reported latency",incident-8878,V2,Preemptible,operations,beta,Y,-21,na,ON_DEMAND,,,
U28410,ACCT032,2025-01-15 25:46,Storage,vm_basic_8,262975,hr,"INR9,338.45",,ap-south1,credit,Team-DATA,,RES_LB_020,,System alert: CPU spike on resource,INCI_2878,V1.0,on-demand,operations,proj_alpha,No,-282,,ON_DEMAND,,,
U22134,ACCT027,2025-03-15 01:26:00-08:00,ML & AI,VM-basic-2,"42,369",minute,1133.86,N/A,ap_southeast_1,free-tier,N/A,Dev,res-vm-073,T-2295,"Neha Gupta, 89012345 reported latency",N/A,V3,,ops,Proj-Beta,false,-84924,82.35,ON_DEMAND,,,
U27544,ACCT-020,2025-10-23T19:50:00+05:30,Analytics,Vm_PREM_16,"273,920",s,$245.71,usd,us-east-1,free-tier,TEAM-BACKEND,dev,res-vm_348,Ticket-2272,Incident follow-up for Sara Chen,INC5400,,ondemand,DATA_SCIENCE,N/A,Yes,-31900,103.58,ON_DEMAND,,,
U22651,Acct-019,2025/03/05 04:20,Containers,vm.Std.4,"93,339",sec,"8,319.22",usd,Asia Pacific (Mumbai),freetier,,TEST,vm.403,ticket5213,"Neha Gupta, 9876543210 reported latency",Incident-1407,2025-q1,on-demand,na,beta,FALSE,-186,na,RESERVED,,,
U25049,acct-0036,12-05-2025 23:04:00,Security,vm.PREM.4,"321,499",hours,USD 1764.92,usd,AP-SOUTH-1,free-tier,,staging,vm.161,N/A,Automated: Disk I/O anomaly detected,INCI_8069,V1.0,on-demand,OPS,beta,1,277,N/A,RESERVED,,,
U21834,ACCT_010,2025-08-23 25:59,CDN,VMstd4,"296,168",hrs,"$9,022.99",INR,USEast1,na,team_security,production,RES-DB-145,Ticket-1668,Automated: Disk I/O anomaly detected,Incident-8917,2025-Q4,ON-DEMAND,engineering,Delta,1,106,N/A,ON_DEMAND,,,
U29449,Acct-015,2025/02/03 17:37,Database,VM.Std.2,278470,minute,"1,379.36",INR,EU Central,Credit,team-finops,Production,na,Ticket-5076,"Neha Gupta, +1-555-0192 reported latency",INC-8410,v1.0,OD,data science,PROJ-ALPHA,True,-207,na,SPOT,,,
U27267,ACCT-018,2025-05-15T17:40:00+05:30,Database,vm_basic_2,55515,min,"€5,153.55",inr,ca central 1,none,security,DEV,RES-VM.188,Ticket-9481,Billing dispute from sara.c@corp.net,INC5612,2025-Q1,Preemptible,ENG,N/A,1,-353,na,SPOT,,,
U23949,ACCT017,2025-10-17 10:19:00+00:00,Serverless,Vm-PREM-8,252130,sec,€9733.96,INR,ap south 1,credit,na,PROD,,T-5727,Access denied for user Carlos Rivera,N/A,V3,Preemptible,ds,Delta,YES,106,105.55,ON_DEMAND,,,
U23846,acct-0018,2025-03-15 22:42:00,Storage,VM_Std_8,59864,seconds,USD 5843.78,inr,us_east_1,free-tier,N/A,DEV,res-func326,Ticket-8586,Auto ticket: Memory utilization high,incident-3404,1,on-demand,DATA_SCIENCE,proj-epsilon,TRUE,-396,83.95,ON_DEMAND,,,
U20260,ACCT_009,2025-11-19 05:09:00,Networking,Vm-STD-4,358904,minute,420.03,inr,eu-central-1,N/A,na,PROD,res-db_615,t-2788,Billing dispute from arjun.s@corp.com,INC4882,V3,,Data Science,na,n,-64,104.31,SPOT,,,
U22923,ACCT_041,2025-02-10 09:11:00,Storage,VM.STD.8,"320,050",hr,$6140.24,EUR,ap_southeast_1,CREDIT,finops,stage,res-lb-tcp_937,Ticket-4284,Access denied for user Sara Chen,,2025-Q1,Reserve,DATA_SCIENCE,alpha,Yes,312,82.47,SPOT,,,
U21232,acct-044,2025-07-14 21:19:00+00:00,Serverless,VM_PREM_16,"271,487",second,$2016.47,N/A,ap-south-1,NONE,N/A,production,res-func588,TICKET-2673,Auto ticket: Memory utilization high,Incident-2616,v3,ri,Ops,PROJ_BETA,0,-283,88.15,ON_DEMAND,,,
U20937,acct-0004,08/22/2025 07:37,Database,vmSTD16,344698,minute,$9299.36,USD,EU-CENTRAL-1,free_tier,N/A,Production,RES-FUNC.616,t-1445,support contact Kevin Park,N/A,1,spot,Data Science,alpha,FALSE,-147,104.33,ON_DEMAND,,,
U29504,Acct-023,2025-02-10 09:30:00-08:00,CDN,vm_prem_8,8843,hour,INR4451.92,EUR,EU-CENTRAL-1,credit,TEAM-FRONTEND,prod,vm991,T-9791,"Neha Gupta, +1-555-0192 reported latency",incident-2278,V3,Spot,prod,proj-alpha,NO,-36,,ON_DEMAND,,,
U20667,ACCT_013,01/27/2025 04:13,Containers,vm.STD.16,14493,minutes,€5660.20,,ap south 1,NONE,team_security,DEV,res-k8s-node350,tkt-6293,Access denied for user Carlos Rivera,Incident-9287,V2.0,preemptible,PRODUCT,PROJ-ALPHA,yes,382,na,SPOT,,,
U21220,ACCT-040,06/08/2025 16:48,Storage,vmStd4,150581,minutes,INR8408.82,usd,ap south 1,none,N/A,Production,vm.154,TICKET-8033,"Neha Gupta, 89012345 reported latency",INC-4882,V1,on_demand,ops,proj-alpha,y,-128,N/A,ON_DEMAND,,,
U20300,ACCT003,26-01-2026 19:46:00,CDN,VM-Std-4,48359,hr,USD 4644.60,N/A,CA-CENTRAL,NONE,finops,TEST,RES-DB.481,,Auto ticket: Memory utilization high,N/A,v2,on_demand,FINANCE,Epsilon,y,-354,N/A,SPOT,,,
U20967,Acct-001,30-04-2025 11:20:00,Networking,Vm.BASIC.2,"349,831",hrs,₹5554.28,INR,AP-SE-1,credit,na,development,res-k8s-node.504,,Incident follow-up for Carlos Rivera,Incident-2149,2025-q4,RI,eng,proj-delta,True,-466,,ON_DEMAND,,,
U20651,  ACCT-018  ,2026-01-19 12:00:00,Serverless,VM.BASIC.2,318381,minute,₹3703.56,inr,eu-central-1,,,dev,res-db-348,TICKET-8036,Access denied for user Sara Chen,,V3,,ops,Beta,FALSE,-142,N/A,ON_DEMAND,,,
U24236,ACCT_005,20-01-2026 21:32:00,CDN,vm.prem.4,109005,minutes,"3,099.66",EUR,AP-SOUTH-1,FreeTier,team_data,production,res-vm023,TKT-9131,Ticket raised by Kevin Park (sara.c@corp.net),Incident-7130,2025-Q1,Spot,Operations,,False,378,na,ON_DEMAND,,,
U24657,acct-0033,2025-01-26 13:10:00-08:00,Compute,VM_Std_16,24184,min,$9023.01,EUR,Asia Pacific (Mumbai),NONE,team_finops,STAGING,RES_LB.844,Ticket-5105,Automated: Disk I/O anomaly detected,INCI_7495,v1,SPOT,data science,,Yes,431,83.94,ON_DEMAND,,,
U28284,acct-0046,2026-02-11T06:33:00+05:30,ML & AI,vm-basic-4,105881,sec,₹1194.15,N/A,AP-SOUTH-1,NONE,team-data,stage,vm792,TKT-1013,Incident follow-up for Arjun Sharma,,N/A,RI,XYZ999,Epsilon,False,-453,N/A,ON_DEMAND,,,
U26539,  ACCT-028  ,03-09-2025 06:35:00,Security,VM.Std.16,12595,seconds,815.70,N/A,us_east_1,na,team_data,Production,res-func430,t-6652,"Neha Gupta, 04412345678 reported latency",INC3457,N/A,N/A,prod,na,y,134,106.38,ON_DEMAND,,,
U28342,Acct-021,2025-05-16 22:46:00+00:00,Compute,VM-prem-2,102437,minute,USD 3131.98,INR₹,ap-se-1,na,Team-DATA,Testing,,TKT-2594,Incident follow-up for Carlos Rivera,,V1,Reserved,Product,EPSILON,yes,-481,106.37,RESERVED,,,
